,casos_2614857,casos_est_2614857,casos_est_min_2614857,casos_est_max_2614857,p_rt1_2614857,p_inc100k_2614857,temp_min_2614857,temp_max_2614857,umid_min_2614857,pressao_min_2614857,casos_2614709,casos_est_2614709,casos_est_min_2614709,casos_est_max_2614709,p_rt1_2614709,p_inc100k_2614709,temp_min_2614709,temp_max_2614709,umid_min_2614709,pressao_min_2614709,casos_2601805,casos_est_2601805,casos_est_min_2601805,casos_est_max_2601805,p_rt1_2601805,p_inc100k_2601805,temp_min_2601805,temp_max_2601805,umid_min_2601805,pressao_min_2601805,casos_2605608,casos_est_2605608,casos_est_min_2605608,casos_est_max_2605608,p_rt1_2605608,p_inc100k_2605608,temp_min_2605608,temp_max_2605608,umid_min_2605608,pressao_min_2605608,casos_2604007,casos_est_2604007,casos_est_min_2604007,casos_est_max_2604007,p_rt1_2604007,p_inc100k_2604007,temp_min_2604007,temp_max_2604007,umid_min_2604007,pressao_min_2604007,casos_2608453,casos_est_2608453,casos_est_min_2608453,casos_est_max_2608453,p_rt1_2608453,p_inc100k_2608453,temp_min_2608453,temp_max_2608453,umid_min_2608453,pressao_min_2608453,casos_2611606,casos_est_2611606,casos_est_min_2611606,casos_est_max_2611606,p_rt1_2611606,p_inc100k_2611606,temp_min_2611606,temp_max_2611606,umid_min_2611606,pressao_min_2611606,casos_2607950,casos_est_2607950,casos_est_min_2607950,casos_est_max_2607950,p_rt1_2607950,p_inc100k_2607950,temp_min_2607950,temp_max_2607950,umid_min_2607950,pressao_min_2607950,casos_2611408,casos_est_2611408,casos_est_min_2611408,casos_est_max_2611408,p_rt1_2611408,p_inc100k_2611408,temp_min_2611408,temp_max_2611408,umid_min_2611408,pressao_min_2611408,casos_2606200,casos_est_2606200,casos_est_min_2606200,casos_est_max_2606200,p_rt1_2606200,p_inc100k_2606200,temp_min_2606200,temp_max_2606200,umid_min_2606200,pressao_min_2606200,casos_2616183,casos_est_2616183,casos_est_min_2616183,casos_est_max_2616183,p_rt1_2616183,p_inc100k_2616183,temp_min_2616183,temp_max_2616183,umid_min_2616183,pressao_min_2616183,casos_2615508,casos_est_2615508,casos_est_min_2615508,casos_est_max_2615508,p_rt1_2615508,p_inc100k_2615508,temp_min_2615508,temp_max_2615508,umid_min_2615508,pressao_min_2615508,casos_2613800,casos_est_2613800,casos_est_min_2613800,casos_est_max_2613800,p_rt1_2613800,p_inc100k_2613800,temp_min_2613800,temp_max_2613800,umid_min_2613800,pressao_min_2613800
2012-11-11,0,0.0,0,0,0.5,0.0,20.714285714285715,29.714285714285715,46.285714285714285,1010.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,29.714285714285715,46.285714285714285,1010.2857142857143,0,0.0,0,0,0.5,0.0,19.714285714285715,30.0,40.142857142857146,866.2857142857143,0,0.0,0,0,0.5,0.0,19.714285714285715,30.0,40.142857142857146,866.2857142857143,0,0.0,0,0,0.5,0.0,23.857142857142858,28.857142857142858,47.0,880.4285714285714,0,0.0,0,0,0.5,0.0,19.714285714285715,30.0,40.142857142857146,866.2857142857143,0,0.0,0,0,0.5,0.0,23.857142857142858,28.857142857142858,47.0,880.4285714285714,0,0.0,0,0,0.5,0.0,20.714285714285715,29.714285714285715,46.285714285714285,1010.2857142857143,0,0.0,0,0,0.5,0.0,23.857142857142858,28.857142857142858,47.0,880.4285714285714,0,0.0,0,0,0.5,0.0,23.857142857142858,28.857142857142858,47.0,880.4285714285714,0,0.0,0,0,0.5,0.0,19.714285714285715,30.0,40.142857142857146,866.2857142857143,0,0.0,0,0,0.5,0.0,23.857142857142858,28.857142857142858,47.0,880.4285714285714,0,0.0,0,0,0.5,0.0,19.714285714285715,30.0,40.142857142857146,866.2857142857143
2012-11-18,0,0.0,0,0,0.5,0.0,20.0,30.571428571428573,44.57142857142857,1009.0,0,0.0,0,0,0.5,0.0,20.0,30.571428571428573,44.57142857142857,1009.0,0,0.0,0,0,0.5,0.0,20.285714285714285,32.42857142857143,32.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,20.285714285714285,32.42857142857143,32.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,24.0,28.857142857142858,45.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.285714285714285,32.42857142857143,32.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,24.0,28.857142857142858,45.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.0,30.571428571428573,44.57142857142857,1009.0,0,0.0,0,0,0.5,0.0,24.0,28.857142857142858,45.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.0,28.857142857142858,45.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.285714285714285,32.42857142857143,32.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,24.0,28.857142857142858,45.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.285714285714285,32.42857142857143,32.714285714285715,1010.5714285714286
2012-11-25,0,0.0,0,0,0.5,0.0,20.857142857142858,30.142857142857142,49.142857142857146,1010.8571428571429,0,0.0,0,0,0.5,0.0,20.857142857142858,30.142857142857142,49.142857142857146,1010.8571428571429,0,0.0,0,0,0.5,0.0,20.857142857142858,33.285714285714285,32.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,20.857142857142858,33.285714285714285,32.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,51.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.857142857142858,33.285714285714285,32.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,51.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.857142857142858,30.142857142857142,49.142857142857146,1010.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,51.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,51.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.857142857142858,33.285714285714285,32.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,51.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,20.857142857142858,33.285714285714285,32.714285714285715,1010.8571428571429
2012-12-02,0,0.0,0,0,0.5,0.0,21.142857142857142,29.428571428571427,48.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,21.142857142857142,29.428571428571427,48.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,39.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,39.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,53.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,39.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,53.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.142857142857142,29.428571428571427,48.714285714285715,1010.5714285714286,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,53.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,53.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,39.57142857142857,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.714285714285715,28.714285714285715,53.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.0,31.142857142857142,39.57142857142857,1010.4285714285714
2012-12-09,0,0.0,0,0,0.5,0.0,21.428571428571427,29.571428571428573,50.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,21.428571428571427,29.571428571428573,50.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,20.714285714285715,31.0,41.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,20.714285714285715,31.0,41.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,25.0,28.714285714285715,50.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,20.714285714285715,31.0,41.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,25.0,28.714285714285715,50.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.428571428571427,29.571428571428573,50.714285714285715,1011.7142857142857,0,0.0,0,0,0.5,0.0,25.0,28.714285714285715,50.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.0,28.714285714285715,50.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,20.714285714285715,31.0,41.57142857142857,1011.2857142857143,0,0.0,0,0,0.5,0.0,25.0,28.714285714285715,50.714285714285715,1010.7142857142857,0,0.0,0,0,0.5,0.0,20.714285714285715,31.0,41.57142857142857,1011.2857142857143
2012-12-16,0,0.0,0,0,0.5,0.0,21.571428571428573,30.428571428571427,49.142857142857146,1009.4285714285714,0,0.0,0,0,0.5,0.0,21.571428571428573,30.428571428571427,49.142857142857146,1009.4285714285714,0,0.0,0,0,0.5,0.0,22.857142857142858,30.714285714285715,35.57142857142857,1009.2857142857143,0,0.0,0,0,0.5,0.0,22.857142857142858,30.714285714285715,35.57142857142857,1009.2857142857143,0,0.0,0,0,0.5,0.0,25.428571428571427,28.857142857142858,52.285714285714285,1009.0,0,0.0,0,0,0.5,0.0,22.857142857142858,30.714285714285715,35.57142857142857,1009.2857142857143,0,0.0,0,0,0.5,0.0,25.428571428571427,28.857142857142858,52.285714285714285,1009.0,0,0.0,0,0,0.5,0.0,21.571428571428573,30.428571428571427,49.142857142857146,1009.4285714285714,0,0.0,0,0,0.5,0.0,25.428571428571427,28.857142857142858,52.285714285714285,1009.0,0,0.0,0,0,0.5,0.0,25.428571428571427,28.857142857142858,52.285714285714285,1009.0,0,0.0,0,0,0.5,0.0,22.857142857142858,30.714285714285715,35.57142857142857,1009.2857142857143,0,0.0,0,0,0.5,0.0,25.428571428571427,28.857142857142858,52.285714285714285,1009.0,0,0.0,0,0,0.5,0.0,22.857142857142858,30.714285714285715,35.57142857142857,1009.2857142857143
2012-12-23,0,0.0,0,0,0.5,0.0,21.857142857142858,30.285714285714285,49.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,21.857142857142858,30.285714285714285,49.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,23.142857142857142,31.142857142857142,33.142857142857146,1009.2857142857143,0,0.0,0,0,0.5,0.0,23.142857142857142,31.142857142857142,33.142857142857146,1009.2857142857143,0,0.0,0,0,0.5,0.0,25.714285714285715,29.571428571428573,48.857142857142854,1009.7142857142857,0,0.0,0,0,0.5,0.0,23.142857142857142,31.142857142857142,33.142857142857146,1009.2857142857143,0,0.0,0,0,0.5,0.0,25.714285714285715,29.571428571428573,48.857142857142854,1009.7142857142857,0,0.0,0,0,0.5,0.0,21.857142857142858,30.285714285714285,49.142857142857146,1010.0,0,0.0,0,0,0.5,0.0,25.714285714285715,29.571428571428573,48.857142857142854,1009.7142857142857,0,0.0,0,0,0.5,0.0,25.714285714285715,29.571428571428573,48.857142857142854,1009.7142857142857,0,0.0,0,0,0.5,0.0,23.142857142857142,31.142857142857142,33.142857142857146,1009.2857142857143,0,0.0,0,0,0.5,0.0,25.714285714285715,29.571428571428573,48.857142857142854,1009.7142857142857,0,0.0,0,0,0.5,0.0,23.142857142857142,31.142857142857142,33.142857142857146,1009.2857142857143
2012-12-30,0,0.0,0,0,0.5,0.0,21.714285714285715,30.0,48.714285714285715,881.4285714285714,0,0.0,0,0,0.5,0.0,21.714285714285715,30.0,48.714285714285715,881.4285714285714,0,0.0,0,0,0.5,0.0,24.428571428571427,30.714285714285715,33.142857142857146,1010.4285714285714,0,0.0,0,0,0.5,0.0,24.428571428571427,30.714285714285715,33.142857142857146,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,46.857142857142854,1010.7142857142857,0,0.0,0,0,0.5,0.0,24.428571428571427,30.714285714285715,33.142857142857146,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,46.857142857142854,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.714285714285715,30.0,48.714285714285715,881.4285714285714,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,46.857142857142854,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,46.857142857142854,1010.7142857142857,0,0.0,0,0,0.5,0.0,24.428571428571427,30.714285714285715,33.142857142857146,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,46.857142857142854,1010.7142857142857,0,0.0,0,0,0.5,0.0,24.428571428571427,30.714285714285715,33.142857142857146,1010.4285714285714
2013-01-06,0,0.0,0,0,0.5,0.0,22.285714285714285,29.285714285714285,54.142857142857146,1012.7142857142857,0,0.0,0,0,0.5,0.0,22.285714285714285,29.285714285714285,54.142857142857146,1012.7142857142857,0,0.0,0,0,0.5,0.0,23.0,29.428571428571427,42.714285714285715,1011.8571428571429,0,0.0,0,0,0.5,0.0,23.0,29.428571428571427,42.714285714285715,1011.8571428571429,0,0.0,0,0,0.5,0.0,24.142857142857142,28.857142857142858,53.714285714285715,751.5714285714286,0,0.0,0,0,0.5,0.0,23.0,29.428571428571427,42.714285714285715,1011.8571428571429,0,0.0,0,0,0.5,0.0,24.142857142857142,28.857142857142858,53.714285714285715,751.5714285714286,0,0.0,0,0,0.5,0.0,22.285714285714285,29.285714285714285,54.142857142857146,1012.7142857142857,0,0.0,0,0,0.5,0.0,24.142857142857142,28.857142857142858,53.714285714285715,751.5714285714286,0,0.0,0,0,0.5,0.0,24.142857142857142,28.857142857142858,53.714285714285715,751.5714285714286,0,0.0,0,0,0.5,0.0,23.0,29.428571428571427,42.714285714285715,1011.8571428571429,0,0.0,0,0,0.5,0.0,24.142857142857142,28.857142857142858,53.714285714285715,751.5714285714286,0,0.0,0,0,0.5,0.0,23.0,29.428571428571427,42.714285714285715,1011.8571428571429
2013-01-13,0,0.0,0,0,0.5,0.0,22.142857142857142,29.142857142857142,56.57142857142857,881.0,0,0.0,0,0,0.5,0.0,22.142857142857142,29.142857142857142,56.57142857142857,881.0,0,0.0,0,0,0.5,0.0,21.428571428571427,31.142857142857142,37.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,21.428571428571427,31.142857142857142,37.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,52.0,1010.2857142857143,0,0.0,0,0,0.5,0.0,21.428571428571427,31.142857142857142,37.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,52.0,1010.2857142857143,0,0.0,0,0,0.5,0.0,22.142857142857142,29.142857142857142,56.57142857142857,881.0,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,52.0,1010.2857142857143,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,52.0,1010.2857142857143,0,0.0,0,0,0.5,0.0,21.428571428571427,31.142857142857142,37.714285714285715,1010.4285714285714,0,0.0,0,0,0.5,0.0,25.285714285714285,29.142857142857142,52.0,1010.2857142857143,0,0.0,0,0,0.5,0.0,21.428571428571427,31.142857142857142,37.714285714285715,1010.4285714285714
2013-01-20,0,0.0,0,0,0.5,0.0,22.714285714285715,30.428571428571427,52.285714285714285,1009.7142857142857,0,0.0,0,0,0.5,0.0,22.714285714285715,30.428571428571427,52.285714285714285,1009.7142857142857,0,0.0,0,0,0.5,0.0,21.714285714285715,33.285714285714285,38.42857142857143,880.4285714285714,0,0.0,0,0,0.5,0.0,21.714285714285715,33.285714285714285,38.42857142857143,880.4285714285714,0,0.0,0,0,0.5,0.0,25.428571428571427,29.142857142857142,53.285714285714285,737.0,0,0.0,0,0,0.5,0.0,21.714285714285715,33.285714285714285,38.42857142857143,880.4285714285714,0,0.0,0,0,0.5,0.0,25.428571428571427,29.142857142857142,53.285714285714285,737.0,0,0.0,0,0,0.5,0.0,22.714285714285715,30.428571428571427,52.285714285714285,1009.7142857142857,0,0.0,0,0,0.5,0.0,25.428571428571427,29.142857142857142,53.285714285714285,737.0,0,0.0,0,0,0.5,0.0,25.428571428571427,29.142857142857142,53.285714285714285,737.0,0,0.0,0,0,0.5,0.0,21.714285714285715,33.285714285714285,38.42857142857143,880.4285714285714,0,0.0,0,0,0.5,0.0,25.428571428571427,29.142857142857142,53.285714285714285,737.0,0,0.0,0,0,0.5,0.0,21.714285714285715,33.285714285714285,38.42857142857143,880.4285714285714
2013-01-27,0,0.0,0,0,0.5,0.0,22.428571428571427,31.285714285714285,45.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,22.428571428571427,31.285714285714285,45.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.571428571428573,34.142857142857146,30.857142857142858,1011.1428571428571,0,0.0,0,0,0.5,0.0,21.571428571428573,34.142857142857146,30.857142857142858,1011.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,46.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.571428571428573,34.142857142857146,30.857142857142858,1011.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,46.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,22.428571428571427,31.285714285714285,45.285714285714285,1011.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,46.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,46.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.571428571428573,34.142857142857146,30.857142857142858,1011.1428571428571,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,46.57142857142857,881.1428571428571,0,0.0,0,0,0.5,0.0,21.571428571428573,34.142857142857146,30.857142857142858,1011.1428571428571
2013-02-03,0,0.0,0,0,0.5,0.0,22.0,31.0,43.857142857142854,1011.5714285714286,0,0.0,0,0,0.5,0.0,22.0,31.0,43.857142857142854,1011.5714285714286,0,0.0,0,0,0.5,0.0,21.285714285714285,33.714285714285715,31.428571428571427,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.285714285714285,33.714285714285715,31.428571428571427,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,45.857142857142854,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,33.714285714285715,31.428571428571427,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,45.857142857142854,1011.2857142857143,0,0.0,0,0,0.5,0.0,22.0,31.0,43.857142857142854,1011.5714285714286,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,45.857142857142854,1011.2857142857143,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,45.857142857142854,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,33.714285714285715,31.428571428571427,1010.7142857142857,0,0.0,0,0,0.5,0.0,25.0,30.285714285714285,45.857142857142854,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.285714285714285,33.714285714285715,31.428571428571427,1010.7142857142857
2013-02-10,0,0.0,0,0,0.5,0.0,22.571428571428573,29.714285714285715,46.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,22.571428571428573,29.714285714285715,46.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,21.428571428571427,33.42857142857143,31.0,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,33.42857142857143,31.0,1009.8571428571429,0,0.0,0,0,0.5,0.0,25.142857142857142,30.142857142857142,46.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,33.42857142857143,31.0,1009.8571428571429,0,0.0,0,0,0.5,0.0,25.142857142857142,30.142857142857142,46.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,22.571428571428573,29.714285714285715,46.57142857142857,1011.0,0,0.0,0,0,0.5,0.0,25.142857142857142,30.142857142857142,46.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,25.142857142857142,30.142857142857142,46.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,33.42857142857143,31.0,1009.8571428571429,0,0.0,0,0,0.5,0.0,25.142857142857142,30.142857142857142,46.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,33.42857142857143,31.0,1009.8571428571429
2013-02-17,0,0.0,0,0,0.5,0.0,21.857142857142858,30.571428571428573,46.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.857142857142858,30.571428571428573,46.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,34.0,33.42857142857143,1010.0,0,0.0,0,0,0.5,0.0,21.428571428571427,34.0,33.42857142857143,1010.0,0,0.0,0,0,0.5,0.0,25.857142857142858,30.285714285714285,47.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,34.0,33.42857142857143,1010.0,0,0.0,0,0,0.5,0.0,25.857142857142858,30.285714285714285,47.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.857142857142858,30.571428571428573,46.714285714285715,1010.8571428571429,0,0.0,0,0,0.5,0.0,25.857142857142858,30.285714285714285,47.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,25.857142857142858,30.285714285714285,47.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,34.0,33.42857142857143,1010.0,0,0.0,0,0,0.5,0.0,25.857142857142858,30.285714285714285,47.857142857142854,1009.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,34.0,33.42857142857143,1010.0
2013-02-24,0,0.0,0,0,0.5,0.0,22.857142857142858,31.428571428571427,45.57142857142857,1010.8571428571429,0,0.0,0,0,0.5,0.0,22.857142857142858,31.428571428571427,45.57142857142857,1010.8571428571429,0,0.0,0,0,0.5,0.0,21.428571428571427,31.857142857142858,35.142857142857146,1009.7142857142857,0,0.0,0,0,0.5,0.0,21.428571428571427,31.857142857142858,35.142857142857146,1009.7142857142857,0,0.0,0,0,0.5,0.0,26.142857142857142,29.857142857142858,50.285714285714285,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.428571428571427,31.857142857142858,35.142857142857146,1009.7142857142857,0,0.0,0,0,0.5,0.0,26.142857142857142,29.857142857142858,50.285714285714285,1010.1428571428571,0,0.0,0,0,0.5,0.0,22.857142857142858,31.428571428571427,45.57142857142857,1010.8571428571429,0,0.0,0,0,0.5,0.0,26.142857142857142,29.857142857142858,50.285714285714285,1010.1428571428571,0,0.0,0,0,0.5,0.0,26.142857142857142,29.857142857142858,50.285714285714285,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.428571428571427,31.857142857142858,35.142857142857146,1009.7142857142857,0,0.0,0,0,0.5,0.0,26.142857142857142,29.857142857142858,50.285714285714285,1010.1428571428571,0,0.0,0,0,0.5,0.0,21.428571428571427,31.857142857142858,35.142857142857146,1009.7142857142857
2013-03-03,0,0.0,0,0,0.5,0.0,23.142857142857142,31.857142857142858,43.857142857142854,881.4285714285714,0,0.0,0,0,0.5,0.0,23.142857142857142,31.857142857142858,43.857142857142854,881.4285714285714,0,0.0,0,0,0.5,0.0,21.714285714285715,32.857142857142854,32.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,21.714285714285715,32.857142857142854,32.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,26.285714285714285,30.142857142857142,46.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.714285714285715,32.857142857142854,32.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,26.285714285714285,30.142857142857142,46.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,23.142857142857142,31.857142857142858,43.857142857142854,881.4285714285714,0,0.0,0,0,0.5,0.0,26.285714285714285,30.142857142857142,46.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,26.285714285714285,30.142857142857142,46.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.714285714285715,32.857142857142854,32.142857142857146,1011.2857142857143,0,0.0,0,0,0.5,0.0,26.285714285714285,30.142857142857142,46.285714285714285,1010.7142857142857,0,0.0,0,0,0.5,0.0,21.714285714285715,32.857142857142854,32.142857142857146,1011.2857142857143
2013-03-10,0,0.0,0,0,0.5,0.0,23.571428571428573,30.571428571428573,53.285714285714285,1012.4285714285714,0,0.0,0,0,0.5,0.0,23.571428571428573,30.571428571428573,53.285714285714285,1012.4285714285714,0,0.0,0,0,0.5,0.0,21.714285714285715,32.42857142857143,39.857142857142854,1011.7142857142857,0,0.0,0,0,0.5,0.0,21.714285714285715,32.42857142857143,39.857142857142854,1011.7142857142857,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,55.0,881.5714285714286,0,0.0,0,0,0.5,0.0,21.714285714285715,32.42857142857143,39.857142857142854,1011.7142857142857,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,55.0,881.5714285714286,0,0.0,0,0,0.5,0.0,23.571428571428573,30.571428571428573,53.285714285714285,1012.4285714285714,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,55.0,881.5714285714286,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,55.0,881.5714285714286,0,0.0,0,0,0.5,0.0,21.714285714285715,32.42857142857143,39.857142857142854,1011.7142857142857,0,0.0,0,0,0.5,0.0,25.571428571428573,29.571428571428573,55.0,881.5714285714286,0,0.0,0,0,0.5,0.0,21.714285714285715,32.42857142857143,39.857142857142854,1011.7142857142857
2013-03-17,0,0.0,0,0,0.5,0.0,23.714285714285715,31.857142857142858,45.57142857142857,1009.8571428571429,0,0.0,0,0,0.5,0.0,23.714285714285715,31.857142857142858,45.57142857142857,1009.8571428571429,0,0.0,0,0,0.5,0.0,22.0,33.714285714285715,34.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,22.0,33.714285714285715,34.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,25.571428571428573,29.428571428571427,51.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,22.0,33.714285714285715,34.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,25.571428571428573,29.428571428571427,51.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,23.714285714285715,31.857142857142858,45.57142857142857,1009.8571428571429,0,0.0,0,0,0.5,0.0,25.571428571428573,29.428571428571427,51.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,25.571428571428573,29.428571428571427,51.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,22.0,33.714285714285715,34.42857142857143,1010.1428571428571,0,0.0,0,0,0.5,0.0,25.571428571428573,29.428571428571427,51.42857142857143,1009.1428571428571,0,0.0,0,0,0.5,0.0,22.0,33.714285714285715,34.42857142857143,1010.1428571428571
